,post_number,subject,username,date
7853,7854,"$SFRX Golden Cross FORMING! Damn Bridge, that's a",TwoBrass,2013-01-26
7854,7855,That is one BEAUTIFUL A/D line,GREGG THE GREEK,2013-01-26
7855,7856,"Indeed it is TB, very nice. ",Bridge Jumper,2013-01-26
7856,7857,<DELETED>,<DELETED>,2013-01-26
7857,7858,<DELETED>,<DELETED>,2013-01-26
7858,7859,Agreed! SFRX is looking very nice indeed.......chart setting,MadHatter326,2013-01-26
7859,7860,just wait till you see just how smart,IAMMINDFULL,2013-01-26
7860,7861, IT'S  AH LIIIIVE ,GREGG THE GREEK,2013-01-26
7861,7862,<DELETED>,<DELETED>,2013-01-26
7862,7863,After three years of being here and all,IAMMINDFULL,2013-01-26
7863,7864,there is NO question that SFRX is moving,GREGG THE GREEK,2013-01-26
7864,7865,it was in the 004s and no good...right?,buccaneer1961,2013-01-27
7865,7866,Einstein,GREGG THE GREEK,2013-01-27
7866,7867,Yes correct ...GO SFRX,NEXTMONTH,2013-01-27
7867,7868,"BISER, I agree when an investor looks at",wlfr01,2013-01-27
7868,7869,are those guys buying in! OMG!,IAMMINDFULL,2013-01-27
7869,7870,just wait till you see exactly what that,IAMMINDFULL,2013-01-27
7870,7871,yes,buccaneer1961,2013-01-27
7871,7872,could tomorrow be the day ???,GREGG THE GREEK,2013-01-27
7872,7873,Looking good here!  Love to pick up,MadHatter326,2013-01-27
7873,7874,Stop eating all the shares Gregg,NEXTMONTH,2013-01-27
7874,7875,"Unless there is news, I won't be surprised",Southern Gal,2013-01-27
7875,7876,"ImoThe sub pennies, for SFRX,  are not",GREGG THE GREEK,2013-01-28
7876,7877,I cant help it,GREGG THE GREEK,2013-01-28
7877,7878,Sub penny pps was here a few minutes,Southern Gal,2013-01-28
7878,7879,Nice buys,GREGG THE GREEK,2013-01-28
7879,7880,<DELETED>,<DELETED>,2013-01-28
7880,7881,So where is that bit of good news????.,Southern Gal,2013-01-28
7881,7882,<DELETED>,<DELETED>,2013-01-28
7882,7883,"YesSouthern Gal 0 Monday, January 28, 2013 12:16:29",GREGG THE GREEK,2013-01-28
7883,7884,If only there was sufficient liquidity to sell,Southern Gal,2013-01-28
7884,7885,There's been millions of shares bought above. 005,GREGG THE GREEK,2013-01-28
7885,7886,Who would even want to sell millions of,GREGG THE GREEK,2013-01-28
7886,7887,Today is the day RIGHT?,GREGG THE GREEK,2013-01-28
7887,7888,right!right!and right! all in that order!,buccaneer1961,2013-01-28
7888,7889,"When u ask Qs,  you're looking for",GREGG THE GREEK,2013-01-28
7889,7890,in answers to your questions...right!,buccaneer1961,2013-01-28
7890,7891,ImoThings r heating up here w SFRX,GREGG THE GREEK,2013-01-28
7891,7892,your right too! that accumilation/dist line tells a story,buccaneer1961,2013-01-28
7892,7893,"IMO, wrong to each question. Eom",Southern Gal,2013-01-28
7893,7894,Have to be prudent.,Southern Gal,2013-01-28
7894,7895,"ImoMO, wrong to each question. Eom",GREGG THE GREEK,2013-01-28
7895,7896,Friday's time and sales,Southern Gal,2013-01-28
7896,7897,Wow! I love the chart in the IBOX!,SPEC_OPS,2013-01-28
7897,7898,Look at the MAs! We are headed for,SPEC_OPS,2013-01-28
7898,7899,You'll also notice that most all of the,GREGG THE GREEK,2013-01-28
7899,7900,Outstanding investment ,GREGG THE GREEK,2013-01-28
7900,7901,"IMO, TA Does not apply to sub penny stocks",Southern Gal,2013-01-28
7901,7902,Maybe I should explain to the board why,SPEC_OPS,2013-01-28
7902,7903,"nonetheless, imo, TA does not apply to sub",Southern Gal,2013-01-28
7903,7904,Looking forward to another great day and week,stockmanc,2013-01-28
7904,7905,"Strong bid here Today,ASK superthingGo SFRX :)",europtiger,2013-01-28
7905,7906,very simply,GREGG THE GREEK,2013-01-28
7906,7907,"Great post! Opinion does not.matter, the facts have",falcone,2013-01-28
7907,7908,Would you be able to tell the board,wlfr01,2013-01-28
7908,7909,I SUSPECT,GREGG THE GREEK,2013-01-28
7909,7910,Because there is no liquidity and/or the spread,Southern Gal,2013-01-28
7910,7911,"depends on the qty, imo",Southern Gal,2013-01-28
7911,7912,Yes!,IAMMINDFULL,2013-01-28
7912,7913,I seriously doubt it,GREGG THE GREEK,2013-01-28
7913,7914,Opinions are just unverifiable PERIOD! Why would anyone,falcone,2013-01-28
7914,7915,BUT there were millions of shares sold over,GREGG THE GREEK,2013-01-28
7915,7916,"Nonetheless, IMO TA does not apply to sub",Southern Gal,2013-01-28
7916,7917,"I must disagree, just that scenario transpired earlier",Southern Gal,2013-01-28
7917,7918,"Well, lookie there",Southern Gal,2013-01-28
7918,7919,"TA does appl;y to SUBs,",DYNAMITE DAVE,2013-01-28
7919,7920,This is PROOF that opinions are worthless when,falcone,2013-01-28
7920,7921,We are up 100% not below sub penny!What,Southern Gal,2013-01-28
7921,7922,"LMFAOI must disagree, just that scenario transpired earlier",GREGG THE GREEK,2013-01-28
7922,7923,"348,000 on the bid at .008 ",Southern Gal,2013-01-28
7923,7924,pps will not go up every day,GREGG THE GREEK,2013-01-28
7924,7925,LOLAt least not in the last 45 minutes. ,GREGG THE GREEK,2013-01-28
7925,7926,what ARE the FACTS NOW ?,Southern Gal,2013-01-28
7926,7927,yupwhat ARE the FACTS NOW ? ,GREGG THE GREEK,2013-01-28
7927,7928,and the FACTS are also that the recent,Southern Gal,2013-01-28
7928,7929,I HAVE another Q and one to which,GREGG THE GREEK,2013-01-28
7929,7930,To whom is your question posed?,Southern Gal,2013-01-28
7930,7931,<DELETED>,<DELETED>,2013-01-28
7931,7932,<DELETED>,<DELETED>,2013-01-28
7932,7933,I POSE my Question to anyone who is,GREGG THE GREEK,2013-01-28
7933,7934,awesome here!,buccaneer1961,2013-01-28
7934,7935,I for one have been comprehending this stock,IAMMINDFULL,2013-01-28
7935,7936,and look at that,GREGG THE GREEK,2013-01-28
7936,7937,Ask a slapping,NEXTMONTH,2013-01-28
7937,7938,THIS ,GREGG THE GREEK,2013-01-28
7938,7939,personally I have accumulated over this past three,IAMMINDFULL,2013-01-28
7939,7940,good morning slappy! : ),IAMMINDFULL,2013-01-28
7940,7941,"YES, and a slight uptick on the bid",GREGG THE GREEK,2013-01-28
7941,7942,Getting some nice ask slaps!.02's not far away!,stockmanc,2013-01-28
7942,7943,NO NEED FOR THAT,GREGG THE GREEK,2013-01-28
7943,7944,when we launch from these levels here and,IAMMINDFULL,2013-01-28
7944,7945,Nice bid Coming in$SFRX,europtiger,2013-01-28
7945,7946,"WELL lookey here, look at that bid support now",GREGG THE GREEK,2013-01-28
7946,7947,DID you just call him sluppy ? LOL,GREGG THE GREEK,2013-01-28
7947,7948,The proof is there in black and white,SPEC_OPS,2013-01-28
7948,7949,once we get there I think I will,IAMMINDFULL,2013-01-28
7949,7950,now that is a whole different story there,IAMMINDFULL,2013-01-28
7950,7951,LOOKS like we have some brainy people noticing SFRX,GREGG THE GREEK,2013-01-28
7951,7952,and IMO soon those colors will change,IAMMINDFULL,2013-01-28
7952,7953,oh yes Big G,IAMMINDFULL,2013-01-28
7953,7954,I agree think .05-.10 is very possible in,stockmanc,2013-01-28
7954,7955,I'M IN,GREGG THE GREEK,2013-01-28
7955,7956,"It most definitely going to change, SFRX is",SPEC_OPS,2013-01-28
7956,7957,perfect! ,IAMMINDFULL,2013-01-28
7957,7958,ME TOO,GREGG THE GREEK,2013-01-28
7958,7959,"BARELY any volume, and yet this float is",GREGG THE GREEK,2013-01-28
7959,7960,Getting some nice action now!Looking good!,stockmanc,2013-01-28
7960,7961,"yes, for sure. The new website which will",IAMMINDFULL,2013-01-28
7961,7962,HELL YEAH,GREGG THE GREEK,2013-01-28
7962,7963,I LOVE fresh fish,GREGG THE GREEK,2013-01-28
7963,7964,.25 IS 25 times higher than .01 RIGHT ?,GREGG THE GREEK,2013-01-28
7964,7965,"Not many Shares Left @12,then 15 up!SFRX",europtiger,2013-01-28
7965,7966,RIGHTRIGHTRIGHTand thanks but I am buying a ,IAMMINDFULL,2013-01-28
7966,7967,what will be really fun for me here,IAMMINDFULL,2013-01-28
7967,7968,"Yiiiihaaaaa,Today is the Day :)Go $SFRX",europtiger,2013-01-28
7968,7969,"If today is the day, why has only",Southern Gal,2013-01-28
7969,7970,LMAORIGHT ,GREGG THE GREEK,2013-01-28
7970,7971,<DELETED>,<DELETED>,2013-01-28
7971,7972,interest is increasing nice and green on the,stockmanc,2013-01-28
7972,7973,<DELETED>,<DELETED>,2013-01-28
7973,7974,"because today is the day for $9,000.00 worth",buccaneer1961,2013-01-28
7974,7975,Agreed! SFRX is looking very strong!,MadHatter326,2013-01-28
7975,7976,.0125 ,GREGG THE GREEK,2013-01-28
7976,7977,$0.0125!!! ,Southern Gal,2013-01-28
7977,7978,"Greek, looking good bro! Glad I was persuaded",Hangovertrading,2013-01-28
7978,7979,see previos post!,IAMMINDFULL,2013-01-28
7979,7980,welcome!,buccaneer1961,2013-01-28
7980,7981,he must be  a rocket scientist!? LOL,IAMMINDFULL,2013-01-28
7981,7982,"0.0135,Even nicer!!!SFRX",europtiger,2013-01-28
7982,7983,today is the day...sfrx! right? ,buccaneer1961,2013-01-28
7983,7984,indeedstill- I'd like to see a lot more,Southern Gal,2013-01-28
7984,7985,"YOU know, i can be very persuasive LOL",GREGG THE GREEK,2013-01-28
7985,7986,"Maybe u should Trade bluechips,there u have Lots",europtiger,2013-01-28
7986,7987,"Thanks, I was looking for an entry and",Hangovertrading,2013-01-28
7987,7988,.013S HITTING and bid uptick 100k at .0111,GREGG THE GREEK,2013-01-28
7988,7989,GOOD advice,GREGG THE GREEK,2013-01-28
7989,7990,what a great $SFRX day...Anticipations building.,sevendoubler,2013-01-28
7990,7991,WHAT'S up 7 ?,GREGG THE GREEK,2013-01-28
7991,7992,happy happy with my SFRX investment.,sevendoubler,2013-01-28
7992,7993,OOOOOPS ,GREGG THE GREEK,2013-01-28
7993,7994,Another uptick on the bid. It is now,SPEC_OPS,2013-01-28
7994,7995,Looks like SFRX has found a home in,SPEC_OPS,2013-01-28
7995,7996,LOL 248 shares really? GO SFRX,SPEC_OPS,2013-01-28
7996,7997,yuplooks like the assumption or opinion that the,GREGG THE GREEK,2013-01-28
7997,7998,i know,GREGG THE GREEK,2013-01-28
7998,7999,People starting to see he potential here!This is,stockmanc,2013-01-28
7999,8000,Count me in too...never fished in salt water,new2you,2013-01-28
8000,8001,W OUT A DOUBT,GREGG THE GREEK,2013-01-28
8001,8002,"Wouold you say, its a case",DYNAMITE DAVE,2013-01-28
8002,8003,ALL positive longs invited,GREGG THE GREEK,2013-01-28
8003,8004,IMO this is where we go from here,IAMMINDFULL,2013-01-28
8004,8005,Don't look now but we just had another,SPEC_OPS,2013-01-28
8005,8006,"oh yes, forgot about that one too!",IAMMINDFULL,2013-01-28
8006,8007,<DELETED>,<DELETED>,2013-01-28
8007,8008,You bringing the jelly beans?,new2you,2013-01-28
8008,8009,yescould very well be,GREGG THE GREEK,2013-01-28
8009,8010,<DELETED>,<DELETED>,2013-01-28
8010,8011,Today certainly has been a nice day,GREGG THE GREEK,2013-01-28
8011,8012,I'm thinking the downers LOL,GREGG THE GREEK,2013-01-28
8012,8013,<DELETED>,<DELETED>,2013-01-28
8013,8014,Sounds like a few might get left on,SPEC_OPS,2013-01-28
8014,8015,I am looking at the updated chart and,SPEC_OPS,2013-01-28
8015,8016,RUT ROH,GREGG THE GREEK,2013-01-28
8016,8017,wouldn't that be something?  eom,Southern Gal,2013-01-28
8017,8018,I gurantee it,GREGG THE GREEK,2013-01-28
8018,8019,LOOK at the SFRX pps,GREGG THE GREEK,2013-01-28
8019,8020,Indeed it is.,Southern Gal,2013-01-28
8020,8021,"on 2nd thought, all are invited on the trip",GREGG THE GREEK,2013-01-28
8021,8022,Hope KK and all of MM67 can join,Southern Gal,2013-01-28
8022,8023,<DELETED>,<DELETED>,2013-01-28
8023,8024,now that's what i call deep see fishing,GREGG THE GREEK,2013-01-28
8024,8025,Jelly Beans for all!,new2you,2013-01-28
8025,8026,I'll bring the dramamine,sctts,2013-01-28
8026,8027,maybeWhere's the company to support the enthusiasm?,GREGG THE GREEK,2013-01-28
8027,8028,lets do this!...,buccaneer1961,2013-01-28
8028,8029,"that's a maybe, a yes, a quite possible",zomniac,2013-01-28
8029,8030,AND back up to .013,GREGG THE GREEK,2013-01-28
8030,8031,seems as though there are traders who seize,Southern Gal,2013-01-28
8031,8032,SEEMS AS though the traders were seizing the,GREGG THE GREEK,2013-01-28
8032,8033,SOMEONE will be seizing .02s shortly,GREGG THE GREEK,2013-01-28
8033,8034,I guess if they would have looked at,SPEC_OPS,2013-01-28
8034,8035,4 Minutes until Power Hour! It will be,SPEC_OPS,2013-01-28
8035,8036,No big opportunities to buy below a penny,Southern Gal,2013-01-28
8036,8037,Its not what you do that excites,DYNAMITE DAVE,2013-01-28
8037,8038,Well now look at the spread! .013x.0135. Great,SPEC_OPS,2013-01-28
8038,8039,awesome day!,buccaneer1961,2013-01-28
8039,8040,Would not be surprised to see a .0135,Hangovertrading,2013-01-28
8040,8041,SFRX is making new strides every day. We,SPEC_OPS,2013-01-28
8041,8042,i agree with you i think this will,buccaneer1961,2013-01-28
8042,8043,SFRX is a mere .0001 away from a,SPEC_OPS,2013-01-28
8043,8044,a major dump of millions of shares would,Line1,2013-01-28
8044,8045,"Biser, Keep our calculator on hand,",DYNAMITE DAVE,2013-01-28
8045,8046,Looks like we got a retail who wants,SPEC_OPS,2013-01-28
8046,8047,Rut roh,GREGG THE GREEK,2013-01-28
8047,8048,I doubt that will happen,Southern Gal,2013-01-28
8048,8049,Dear DD,IAMMINDFULL,2013-01-28
8049,8050,speaking of golden crosses,IAMMINDFULL,2013-01-28
8050,8051,I've been known to do both,GREGG THE GREEK,2013-01-28
8051,8052,I like your style,DYNAMITE DAVE,2013-01-28
8052,8053,Did you see the new addition to our,SPEC_OPS,2013-01-28
8053,8054,I like Kyle's style very much,IAMMINDFULL,2013-01-28
8054,8055,"seriously, this is so beyond anyone's comprehension right",IAMMINDFULL,2013-01-28
8055,8056,<DELETED>,<DELETED>,2013-01-28
8056,8057,He is a one of a kind CEO,SPEC_OPS,2013-01-28
8057,8058,I picked up a couple,NEXTMONTH,2013-01-28
8058,8059,Another hit on the ask. It is a,SPEC_OPS,2013-01-28
8059,8060,YaWe can throw that line out along w,GREGG THE GREEK,2013-01-28
8060,8061,Actually I GUARANTEE we see the golden cross!,falcone,2013-01-28
8061,8062,<DELETED>,<DELETED>,2013-01-28
8062,8063,now I like your style and I agree,IAMMINDFULL,2013-01-28
8063,8064,I was doubting the forecasted result of reaching,Southern Gal,2013-01-28
8064,8065,I comprehend that SFRX has to find treasure,Southern Gal,2013-01-28
8065,8066,SFRX still not at sub 005... lets go,RIPPER,2013-01-28
8066,8067,SFRX higher highs and higher lows...,RIPPER,2013-01-28
8067,8068,"ONLY 380,000 shares showing on L2 until we",Southern Gal,2013-01-28
8068,8069,Nice bid SFRX golden ;),europtiger,2013-01-28
8069,8070,I like that SFRX golden... go SFRX,RIPPER,2013-01-28
8070,8071,Kind of like the chart was doubted. This,falcone,2013-01-28
8071,8072,Seafarer Exploration (SFRX),Southern Gal,2013-01-28
8072,8073,NEVER doubt the chart! Nice end of day,SPEC_OPS,2013-01-28
8073,8074,Most definitely not a MICRO trade! Most definitely.,Southern Gal,2013-01-28
8074,8075,WRONG AGAIN!!,SPEC_OPS,2013-01-28
8075,8076,"Another great day for SFRX!Many,many more to come!!SFRXMM76",stockmanc,2013-01-28
8076,8077,does anyone know the final tally of how,GREGG THE GREEK,2013-01-28
8077,8078,"Somewhere in the neighborhood of $22,000 traded hands today.",Southern Gal,2013-01-28
8078,8079,That's a great comparison,GREGG THE GREEK,2013-01-28
8079,8080,"SO recently, very recently, SFRX was trading maybe",GREGG THE GREEK,2013-01-28
8080,8081,AT what point,GREGG THE GREEK,2013-01-28
8081,8082,What progress has occurred with regard to sfrx,Southern Gal,2013-01-28
8082,8083,Good question Gregg ..:I smell nickels dimes and gold,NEXTMONTH,2013-01-28
8083,8084,some pieces of 8 perhaps ?,GREGG THE GREEK,2013-01-28
8084,8085,VERY true ,GREGG THE GREEK,2013-01-28
8085,8086,WAS close Hangovertrading ,GREGG THE GREEK,2013-01-28
8086,8087,TO BE quite honest,GREGG THE GREEK,2013-01-28
8087,8088,<DELETED>,<DELETED>,2013-01-28
8088,8089,<DELETED>,<DELETED>,2013-01-28
8089,8090,To be honest it looks like this thing,NEXTMONTH,2013-01-28
8090,8091,The man is a savant,GREGG THE GREEK,2013-01-28
8091,8092,VERY TRUE,GREGG THE GREEK,2013-01-28
8092,8093,Very strong day for SFRX........chart is looking very,MadHatter326,2013-01-28
8093,8094,this could really explode at any time IMO.,Southern Gal,2013-01-28
8094,8095,I think it's about to blow up too.,ogorock,2013-01-28
8095,8096,I then say you have a good nose,IAMMINDFULL,2013-01-28
8096,8097,"I have been tied up all day, just",Bridge Jumper,2013-01-28
8097,8098,Guess SFRX became attractive to buyers! ,Hangovertrading,2013-01-28
8098,8099,"Hmmm, nice volume day, nice dollar day, up",Bridge Jumper,2013-01-28
8099,8100,"Please do, yes.",IAMMINDFULL,2013-01-28
8100,8101,Wow...Did anyone notice this:,Line1,2013-01-28
8101,8102,it really is looking great,GREGG THE GREEK,2013-01-28
8102,8103,<DELETED>,<DELETED>,2013-01-28
8103,8104,"yes, I sure did and thanks for mentioning it",IAMMINDFULL,2013-01-28
8104,8105,yesand it wasn't much after one was wondering,GREGG THE GREEK,2013-01-28
8105,8106,I THINK,GREGG THE GREEK,2013-01-28
8106,8107,<DELETED>,<DELETED>,2013-01-28
8107,8108,I am here and will remain here ,IAMMINDFULL,2013-01-28
8108,8109,LIKE the song says,GREGG THE GREEK,2013-01-28
8109,8110,I agree.,Southern Gal,2013-01-28
8110,8111,not so long ago,GREGG THE GREEK,2013-01-28
8111,8112,I am happy and I think there are,Bridge Jumper,2013-01-28
8112,8113,SFRX Security Details,Southern Gal,2013-01-28
8113,8114,who wouldn't be bro ?,GREGG THE GREEK,2013-01-28
8114,8115,Gaining quite the popularity isn't it!  ,Bridge Jumper,2013-01-28
8115,8116,"Counting on it Stockman, the best is yet",Bridge Jumper,2013-01-28
8116,8117,Another follower just added.,Line1,2013-01-28
8117,8118,I believe we are going to see those,Bridge Jumper,2013-01-28
8118,8119,My one post for the day. Here is,Goldenboy17,2013-01-28
8119,8120,I like the World Domination part,sctts,2013-01-28
8120,8121,nice to see you Goldenboy,GREGG THE GREEK,2013-01-28
8121,8122,SFRX will find its way to a major,Southern Gal,2013-01-28
8122,8123,"yes, a speculative play, but one which is",GREGG THE GREEK,2013-01-28
8123,8124,I TOO,GREGG THE GREEK,2013-01-28
8124,8125,Truer words have rarely been spoken,GREGG THE GREEK,2013-01-28
8125,8126,OH YES,GREGG THE GREEK,2013-01-28
8126,8127,OK i'm back,GREGG THE GREEK,2013-01-28
8127,8128,Thank god Gregg .. We missed u ..:and,NEXTMONTH,2013-01-28
8128,8129,i think they may have found some,GREGG THE GREEK,2013-01-28
